candle_begin_time,open,high,low,close,volume
2017-09-21 00:00:00,3889.99,3905.54,3882.72,3882.72,7.147764
2017-09-21 00:15:00,3886.1,3910.0,3882.88,3904.8,3.653051
2017-09-21 00:30:00,3884.05,3904.76,3868.74,3868.74,9.274715
2017-09-21 00:45:00,3867.73,3867.73,3816.63,3830.0,57.973092
2017-09-21 01:00:00,3840.0,3852.39,3819.01,3819.04,5.260273
2017-09-21 01:15:00,3839.86,3867.73,3839.86,3857.72,3.310407
2017-09-21 01:30:00,3857.73,3860.0,3830.18,3830.18,8.327142
2017-09-21 01:45:00,3830.18,3859.99,3830.05,3835.67,8.961691
2017-09-21 02:00:00,3859.97,3884.44,3858.0,3884.44,4.799486
2017-09-21 02:15:00,3884.44,3884.45,3866.0,3878.83,11.181412
2017-09-21 02:30:00,3878.83,3878.83,3866.01,3867.74,5.521373
2017-09-21 02:45:00,3867.74,3879.1,3866.0,3868.0,3.418591
2017-09-21 03:00:00,3868.0,3879.1,3868.0,3879.1,7.46275
2017-09-21 03:15:00,3868.01,3879.1,3839.77,3868.84,12.080396
2017-09-21 03:30:00,3868.84,3868.84,3842.0,3842.0,5.583982
2017-09-21 03:45:00,3852.7,3852.7,3820.0,3827.66,13.433748
2017-09-21 04:00:00,3820.02,3827.66,3800.0,3819.99,14.316072
2017-09-21 04:15:00,3820.0,3852.7,3813.87,3850.0,5.772014
2017-09-21 04:30:00,3852.7,3860.0,3824.35,3856.31,11.786863
2017-09-21 04:45:00,3856.31,3856.31,3825.0,3852.71,4.295979
2017-09-21 05:00:00,3852.71,3879.0,3851.0,3864.91,5.055644
2017-09-21 05:15:00,3860.0,3878.8,3828.0,3828.0,7.307185
2017-09-21 05:30:00,3830.0,3877.99,3830.0,3877.98,1.911184
2017-09-21 05:45:00,3877.98,3879.24,3851.87,3870.0,4.152287
2017-09-21 06:00:00,3851.87,3899.0,3851.87,3880.0,8.859564
2017-09-21 06:15:00,3888.0,3897.5,3870.0,3880.75,6.93168
2017-09-21 06:30:00,3880.75,3880.76,3865.01,3870.0,2.010007
2017-09-21 06:45:00,3878.0,3878.0,3852.01,3864.99,3.949487
2017-09-21 07:00:00,3864.99,3876.0,3853.01,3853.01,6.646907
2017-09-21 07:15:00,3853.56,3873.99,3853.56,3870.0,5.308842
2017-09-21 07:30:00,3866.0,3903.28,3856.0,3890.0,12.847485
2017-09-21 07:45:00,3900.0,3900.0,3856.76,3885.23,8.632157
2017-09-21 08:00:00,3885.23,3899.99,3885.23,3899.98,5.460659
2017-09-21 08:15:00,3899.96,3900.0,3885.99,3885.99,2.387116
2017-09-21 08:30:00,3899.99,3900.0,3898.0,3898.0,1.291537
2017-09-21 08:45:00,3897.6,3897.6,3853.6,3871.99,8.662446
2017-09-21 09:00:00,3871.99,3877.76,3857.07,3877.59,3.255398
2017-09-21 09:15:00,3877.59,3877.59,3840.0,3848.64,6.444326
2017-09-21 09:30:00,3844.0,3850.0,3835.88,3848.71,6.095913
2017-09-21 09:45:00,3840.0,3876.51,3836.16,3860.0,3.526742
2017-09-21 10:00:00,3850.0,3870.0,3836.39,3855.02,1.51038
2017-09-21 10:15:00,3870.0,3877.73,3850.0,3870.0,5.039591
2017-09-21 10:30:00,3877.75,3904.81,3871.66,3904.79,4.209307
2017-09-21 10:45:00,3873.46,3904.68,3871.48,3871.48,0.779705
2017-09-21 11:00:00,3904.68,3904.68,3871.47,3871.52,4.082552
2017-09-21 11:15:00,3881.77,3900.0,3871.51,3886.76,4.945417
2017-09-21 11:30:00,3871.52,3881.77,3860.0,3867.84,6.590992
2017-09-21 11:45:00,3867.84,3867.84,3850.0,3864.95,5.176308
2017-09-21 12:00:00,3862.99,3863.0,3840.0,3840.0,3.854891
2017-09-21 12:15:00,3836.33,3849.62,3836.33,3849.61,5.099266
2017-09-21 12:30:00,3841.0,3849.61,3840.01,3849.61,9.547584
2017-09-21 12:45:00,3849.61,3865.0,3849.61,3858.08,4.967578
2017-09-21 13:00:00,3863.0,3864.99,3840.24,3864.99,5.270671
2017-09-21 13:15:00,3864.99,3879.99,3856.31,3879.79,3.868982
2017-09-21 13:30:00,3866.01,3879.99,3856.31,3870.73,10.757242
2017-09-21 13:45:00,3870.73,3870.74,3847.3,3856.67,6.853275
2017-09-21 14:00:00,3859.53,3870.74,3855.2,3869.74,4.365355
2017-09-21 14:15:00,3860.0,3869.74,3855.21,3869.74,0.498657
2017-09-21 14:30:00,3869.38,3869.74,3830.0,3830.0,20.493749
2017-09-21 14:45:00,3824.35,3839.74,3780.0,3782.55,35.054698
2017-09-21 15:00:00,3782.55,3801.46,3774.0,3780.01,23.333607
2017-09-21 15:15:00,3782.77,3782.77,3684.27,3725.0,65.580636
2017-09-21 15:30:00,3708.0,3710.63,3671.0,3695.61,20.553384
2017-09-21 15:45:00,3695.61,3727.44,3668.6,3727.44,54.520711
2017-09-21 16:00:00,3730.0,3747.48,3658.32,3658.32,15.147789
2017-09-21 16:15:00,3658.32,3698.38,3650.2,3660.0,9.511843
2017-09-21 16:30:00,3650.07,3652.31,3633.83,3652.31,19.229074
2017-09-21 16:45:00,3660.0,3683.36,3653.94,3670.0,13.375285
2017-09-21 17:00:00,3670.0,3731.35,3668.66,3668.67,12.939621
2017-09-21 17:15:00,3668.92,3720.0,3668.9,3700.0,6.509589
2017-09-21 17:30:00,3680.0,3700.28,3654.07,3654.07,2.844186
2017-09-21 17:45:00,3654.09,3665.01,3653.95,3663.82,7.620462
2017-09-21 18:00:00,3653.99,3661.99,3653.94,3653.94,4.63718
2017-09-21 18:15:00,3653.94,3709.98,3653.94,3674.69,20.736387
