candle_begin_time,open,high,low,close,volume
2021-02-08 00:00:00,1611.46,1612.92,1597.0,1608.21,5504.39844
2021-02-08 00:05:00,1608.21,1619.17,1605.82,1618.12,3125.98431
2021-02-08 00:10:00,1618.05,1629.99,1617.3,1624.07,6375.31199
2021-02-08 00:15:00,1624.39,1631.31,1619.27,1621.39,6203.46311
2021-02-08 00:20:00,1621.58,1623.59,1613.05,1616.3,2215.85663
2021-02-08 00:25:00,1616.31,1617.38,1610.92,1614.42,3759.74004
2021-02-08 00:30:00,1614.37,1614.46,1604.0,1607.24,4265.57501
2021-02-08 00:35:00,1607.25,1608.0,1600.8,1604.01,4194.56265
2021-02-08 00:40:00,1604.01,1608.47,1603.06,1605.02,2502.28415
2021-02-08 00:45:00,1605.14,1608.3,1598.01,1599.45,2064.70797
2021-02-08 00:50:00,1599.32,1606.39,1599.32,1602.6,2621.65132
2021-02-08 00:55:00,1602.61,1604.12,1590.48,1596.45,3960.5007
2021-02-08 01:00:00,1596.46,1601.0,1586.04,1594.63,5142.72396
2021-02-08 01:05:00,1594.64,1603.93,1594.64,1599.97,3229.14869
2021-02-08 01:10:00,1599.97,1602.99,1598.11,1601.91,2060.75931
2021-02-08 01:15:00,1601.92,1602.49,1597.3,1599.6,1678.77273
2021-02-08 01:20:00,1599.41,1601.84,1593.41,1596.54,2252.33376
2021-02-08 01:25:00,1596.54,1598.37,1585.52,1586.7,3492.58918
2021-02-08 01:30:00,1586.45,1588.76,1578.02,1582.43,6224.22049
2021-02-08 01:35:00,1582.44,1584.07,1578.88,1580.45,2846.32599
2021-02-08 01:40:00,1580.37,1585.33,1580.37,1582.81,2540.23665
2021-02-08 01:45:00,1582.8,1592.81,1582.6,1587.14,1954.67452
2021-02-08 01:50:00,1587.29,1594.38,1587.12,1594.23,1555.5347
2021-02-08 01:55:00,1594.23,1595.48,1590.83,1592.14,1910.71014
2021-02-08 02:00:00,1592.15,1596.75,1586.95,1595.48,3726.74471
2021-02-08 02:05:00,1595.43,1603.54,1595.43,1600.05,5417.29852
2021-02-08 02:10:00,1600.0,1602.59,1592.17,1595.01,2888.7107
2021-02-08 02:15:00,1595.01,1596.28,1581.12,1584.58,3673.64528
2021-02-08 02:20:00,1584.58,1589.46,1580.85,1587.65,4257.36355
2021-02-08 02:25:00,1587.64,1592.4,1585.67,1590.96,2281.80699
2021-02-08 02:30:00,1590.96,1592.76,1581.63,1586.41,1495.48172
2021-02-08 02:35:00,1586.41,1586.54,1580.18,1582.01,2057.2599
2021-02-08 02:40:00,1581.8,1586.61,1581.4,1585.94,1696.50589
2021-02-08 02:45:00,1585.95,1587.2,1582.02,1582.29,1842.97062
2021-02-08 02:50:00,1582.47,1582.99,1569.05,1569.47,7016.89552
2021-02-08 02:55:00,1569.74,1575.08,1566.79,1571.41,3208.89203
2021-02-08 03:00:00,1571.25,1579.69,1563.89,1576.71,4016.01039
2021-02-08 03:05:00,1576.43,1582.59,1576.43,1579.43,2001.24289
2021-02-08 03:10:00,1579.53,1584.57,1578.41,1583.68,1990.41976
2021-02-08 03:15:00,1584.1,1588.01,1577.05,1588.01,2304.83544
2021-02-08 03:20:00,1588.02,1589.84,1579.88,1580.63,3043.02484
2021-02-08 03:25:00,1580.37,1585.46,1575.2,1582.41,2086.04343
2021-02-08 03:30:00,1582.58,1584.69,1576.01,1580.0,2131.57439
2021-02-08 03:35:00,1579.99,1587.78,1579.47,1584.43,1773.05244
2021-02-08 03:40:00,1584.43,1589.0,1582.2,1586.03,1937.21021
2021-02-08 03:45:00,1586.04,1588.37,1583.5,1587.15,2507.67636
2021-02-08 03:50:00,1587.04,1587.15,1577.94,1583.42,2659.17119
2021-02-08 03:55:00,1583.43,1586.46,1577.66,1581.46,1938.40356
2021-02-08 04:00:00,1581.26,1602.99,1577.67,1599.87,8191.39339
2021-02-08 04:05:00,1599.87,1606.63,1599.43,1606.19,4744.29226
2021-02-08 04:10:00,1605.81,1610.49,1602.18,1607.08,5113.03405
2021-02-08 04:15:00,1607.23,1617.12,1607.15,1611.2,6608.98284
2021-02-08 04:20:00,1611.21,1617.99,1609.52,1615.84,3248.43244
2021-02-08 04:25:00,1615.84,1618.49,1613.73,1618.01,3482.15545
2021-02-08 04:30:00,1618.0,1620.15,1614.49,1615.14,5759.0788
2021-02-08 04:35:00,1615.14,1617.2,1610.38,1612.02,2519.37008
